sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,r_charge_degree,r_days_from_arrest,r_offense_date,r_jail_in,violent_recid,is_violent_recid,vr_charge_degree,vr_offense_date,score_text,screening_date,v_decile_score,v_score_text,event
Male,24,Less than 25,African-American,0,3,0,0,0,-1.0,29/12/2013 5:48,30/12/2013 8:21,1.0,(F3),Battery on Law Enforc Officer,0,,,,,,0,,,Low,30/12/2013,4,Low,0
Male,38,25 - 45,African-American,1,7,0,0,8,-1.0,02/02/2013 12:18,04/02/2013 3:00,2.0,(M2),Disorderly Conduct,0,,,,,,0,,,Medium,03/02/2013,6,Medium,0
Male,52,Greater than 45,Caucasian,0,2,0,0,7,-23.0,09/11/2013 12:08,10/11/2013 7:41,23.0,(F3),Resist Officer w/Violence,0,,,,,,0,,,Low,02/12/2013,1,Low,0
Female,23,Less than 25,African-American,0,6,0,0,0,0.0,20/07/2014 1:15,20/07/2014 8:05,0.0,(F3),Possession Of Heroin,0,,,,,,0,,,Medium,20/07/2014,5,Medium,0
Male,56,Greater than 45,African-American,0,2,0,0,3,-27.0,04/10/2013 4:22,05/10/2013 7:07,27.0,(M1),Battery,1,(M2),,28/07/2014,,,0,,,Low,31/10/2013,1,Low,0
Male,48,Greater than 45,Caucasian,0,1,0,0,0,-1.0,16/12/2014 11:22,17/12/2014 1:34,1.0,(M1),Driving Under The Influence,0,,,,,,0,,,Low,17/12/2014,1,Low,0
Male,46,Greater than 45,Caucasian,0,6,0,0,7,0.0,17/01/2013 5:29,22/02/2013 8:22,0.0,(F3),Grand Theft (Motor Vehicle),1,(F3),758.0,24/12/2013,21/01/2016,,0,,,Medium,17/01/2013,7,Medium,0
Male,57,Greater than 45,Caucasian,0,1,0,0,0,-1.0,23/12/2014 4:59,25/12/2014 3:16,1.0,(F3),Burglary Conveyance Unoccup,0,,,,,,0,,,Low,24/12/2014,2,Low,0
Male,38,25 - 45,Caucasian,0,1,0,0,5,-11.0,25/11/2013 8:29,28/11/2013 12:12,11.0,(F2),Attempted Robbery  Weapon,1,(M2),0.0,21/01/2014,21/01/2014,,0,,,Low,06/12/2013,2,Low,0
Male,47,Greater than 45,Caucasian,0,5,0,0,3,0.0,15/04/2013 6:04,17/06/2013 8:28,0.0,(M2),Petit Theft,0,,,,,,0,,,Medium,15/04/2013,1,Low,0
Female,26,25 - 45,African-American,0,3,0,0,0,,,,,,,-1,,,,,,0,,,Low,27/05/2014,3,Low,0
Male,32,25 - 45,Caucasian,0,1,0,0,0,-7.0,09/04/2013 3:37,10/04/2013 2:15,7.0,(F2),Burglary Dwelling Occupied,0,,,,,,0,,,Low,16/04/2013,2,Low,0
Male,32,25 - 45,African-American,0,9,0,0,0,,,,,,,-1,,,,,,0,,,High,24/09/2013,7,Medium,0
Male,34,25 - 45,African-American,0,7,1,0,27,-1.0,05/04/2013 10:45,06/04/2013 7:30,1.0,(M1),Battery,0,,,,,,0,,,Medium,06/04/2013,3,Low,0
Male,42,25 - 45,African-American,0,6,0,0,5,-1.0,25/11/2013 3:04,28/11/2013 2:16,1.0,(F3),Felony Battery w/Prior Convict,0,,,,,,0,,,Medium,26/11/2013,6,Medium,0
Female,35,25 - 45,African-American,0,1,0,0,0,-1.0,06/06/2014 2:25,08/06/2014 3:52,1.0,(M1),Battery on a Person Over 65,1,(F3),,11/12/2015,,,0,,,Low,07/06/2014,1,Low,0
Male,20,Less than 25,Caucasian,0,10,0,0,0,-1.0,06/03/2014 9:33,13/03/2014 5:24,1.0,(F3),Grand Theft in the 3rd Degree,1,(M2),1.0,14/01/2015,15/01/2015,,0,,,High,07/03/2014,10,High,0
Female,32,25 - 45,Caucasian,0,10,0,0,2,-1.0,03/12/2014 12:14,05/01/2015 8:35,1.0,(F3),Possession of Cocaine,1,(F3),,28/12/2015,,,0,,,High,04/12/2014,4,Low,0
Male,21,Less than 25,Caucasian,0,5,0,1,0,-1.0,08/04/2013 11:48,09/04/2013 2:03,1.0,(M1),Possess Cannabis/20 Grams Or Less,0,,,,,,0,,,Medium,09/04/2013,7,Medium,0
Male,24,Less than 25,African-American,0,2,0,0,0,0.0,03/07/2014 2:46,04/07/2014 4:52,0.0,(M1),Driving Under The Influence,1,(M2),,09/11/2015,,,0,,,Low,03/07/2014,3,Low,0
Male,42,25 - 45,Caucasian,0,1,0,0,0,,,,,,,-1,,,,,,0,,,Low,26/05/2014,1,Low,0
Male,24,Less than 25,African-American,0,9,0,0,1,-1.0,20/03/2013 7:27,22/07/2013 6:50,1.0,(M2),Prowling/Loitering,1,(F3),,28/03/2013,,,0,,,High,21/03/2013,9,High,0
Male,55,Greater than 45,Hispanic,0,1,0,0,2,-32.0,10/05/2013 11:19,07/06/2013 10:53,32.0,(F1),Traffick Oxycodone     4g><14g,0,,,,,,0,,,Low,11/06/2013,1,Low,0
Male,23,Less than 25,African-American,0,7,0,0,4,-1.0,20/02/2013 2:06,21/02/2013 7:47,1.0,(F3),Burglary Conveyance Unoccup,0,,,,,,0,,,Medium,21/02/2013,5,Medium,0
Female,30,25 - 45,Caucasian,0,4,0,0,5,-1.0,20/04/2014 4:47,21/04/2014 1:13,1.0,(M1),Driving Under The Influence,0,,,,,,0,,,Low,21/04/2014,3,Low,0
Male,26,25 - 45,African-American,0,3,0,0,0,-1.0,12/09/2013 9:24,13/09/2013 8:09,1.0,(M1),Possess Cannabis/20 Grams Or Less,1,(F3),0.0,16/10/2014,16/10/2014,,0,,,Low,13/09/2013,4,Low,0
Female,27,25 - 45,Other,0,2,0,0,0,-1.0,13/04/2014 6:34,14/04/2014 7:42,1.0,(F3),Felony Battery (Dom Strang),0,,,,,,0,,,Low,14/04/2014,2,Low,0
Male,52,Greater than 45,Caucasian,0,2,0,0,8,0.0,07/09/2013 1:01,16/10/2013 9:20,0.0,(F3),arrest case no charge,0,,,,,,0,,,Low,07/09/2013,1,Low,0
Male,26,25 - 45,African-American,0,4,0,0,1,-1.0,23/04/2014 8:47,25/04/2014 3:58,1.0,(F2),arrest case no charge,0,,,,,,0,,,Low,24/04/2014,5,Medium,0
Male,32,25 - 45,Caucasian,0,1,0,0,0,0.0,11/08/2014 4:17,11/08/2014 1:18,0.0,(M1),Battery,0,,,,,,0,,,Low,11/08/2014,1,Low,0
Male,27,25 - 45,African-American,0,2,0,0,1,-1.0,09/08/2013 3:34,11/08/2013 9:11,1.0,(M1),Battery,0,,,,,,0,,,Low,10/08/2013,4,Low,0
Female,27,25 - 45,Caucasian,0,5,0,0,0,0.0,28/12/2013 11:18,29/12/2013 6:17,0.0,(M1),Battery,0,,,,,,0,,,Medium,28/12/2013,3,Low,0
Male,56,Greater than 45,Caucasian,0,1,0,0,0,-1.0,03/03/2014 4:19,04/03/2014 9:05,1.0,(F3),Retail Theft $300 1st Offense,0,,,,,,0,,,Low,04/03/2014,1,Low,0
Male,52,Greater than 45,Caucasian,0,9,0,0,16,-4.0,12/10/2014 1:30,23/10/2014 3:05,5.0,(F3),Possession of Hydrocodone,1,(M1),0.0,30/10/2014,30/10/2014,,0,,,High,16/10/2014,4,Low,0
Male,37,25 - 45,African-American,0,1,0,0,3,-1.0,21/02/2013 6:34,22/02/2013 7:24,1.0,(F3),Aiding Escape,1,(F3),0.0,24/02/2014,24/02/2014,,0,,,Low,22/02/2013,1,Low,0
Female,57,Greater than 45,African-American,0,1,0,0,0,,,,,,,-1,,,,,,0,,,Low,16/01/2014,1,Low,0
Male,45,Greater than 45,African-American,0,1,0,0,0,-6.0,05/07/2013 6:13,05/07/2013 8:09,6.0,(M2),Interfere W/Traf Cont Dev RR,0,,,,,,0,,,Low,11/07/2013,1,Low,0
Male,23,Less than 25,African-American,0,2,0,0,1,-39.0,12/10/2013 1:23,20/11/2013 10:30,39.0,(M1),Battery,0,,,,,,0,,,Low,20/11/2013,4,Low,0
Female,36,25 - 45,Caucasian,0,6,0,0,3,-27.0,15/01/2014 10:03,11/02/2014 10:54,27.0,(F3),arrest case no charge,1,(F3),0.0,01/06/2015,01/06/2015,,0,,,Medium,11/02/2014,7,Medium,0
Female,29,25 - 45,African-American,0,2,0,0,0,-3.0,13/12/2013 11:10,14/12/2013 1:25,3.0,(F3),Grand Theft in the 3rd Degree,0,,,,,,0,,,Low,16/12/2013,2,Low,0
Male,21,Less than 25,Hispanic,0,3,0,0,0,-5.0,14/02/2013 6:57,15/02/2013 4:33,5.0,(F2),arrest case no charge,0,,,,,,0,,,Low,19/02/2013,6,Medium,0
Male,20,Less than 25,Other,0,2,2,1,3,-1.0,12/01/2014 7:51,13/01/2014 8:30,1.0,(M1),Battery,1,(M2),0.0,22/03/2014,22/03/2014,,0,,,Low,13/01/2014,4,Low,0
Male,51,Greater than 45,African-American,0,1,0,0,0,-1.0,04/10/2014 6:05,05/10/2014 1:59,1.0,(M1),Battery,0,,,,,,0,,,Low,05/10/2014,1,Low,0
Female,53,Greater than 45,Caucasian,0,8,0,0,4,-62.0,28/10/2014 2:11,22/12/2014 12:36,52.0,(F3),arrest case no charge,0,,,,,,0,,,High,29/12/2014,1,Low,0
Male,69,Greater than 45,African-American,0,6,0,0,3,,,,315.0,(F2),arrest case no charge,0,,,,,,0,,,Medium,28/08/2013,1,Low,0
Male,28,25 - 45,African-American,0,4,0,0,0,-1.0,16/07/2014 7:12,17/07/2014 11:01,1.0,(F3),Carrying Concealed Firearm,0,,,,,,0,,,Low,17/07/2014,3,Low,0
Male,27,25 - 45,African-American,0,8,1,0,11,-1.0,25/08/2013 8:21,30/08/2013 4:19,1.0,(F3),Felony Battery w/Prior Convict,0,,,,,,0,,,High,26/08/2013,6,Medium,0
Male,28,25 - 45,African-American,1,8,0,1,11,0.0,06/04/2013 1:38,06/04/2013 8:09,1.0,(F3),Possession of Cocaine,1,(M1),0.0,27/06/2014,27/06/2014,,0,,,High,06/04/2013,6,Medium,0
Male,38,25 - 45,African-American,0,1,0,0,4,-1.0,30/03/2013 10:14,31/03/2013 6:37,1.0,(M2),Susp Drivers Lic 1st Offense,1,(M2),,09/04/2015,,,0,,,Low,31/03/2013,1,Low,0
Male,30,25 - 45,Other,0,1,0,0,0,-1.0,19/02/2013 7:44,20/02/2013 6:33,1.0,(F3),Felony Battery (Dom Strang),0,,,,,,0,,,Low,20/02/2013,2,Low,0
Female,19,Less than 25,African-American,0,9,0,0,1,-1.0,05/08/2014 7:05,13/10/2015 7:10,1.0,(F2),Burglary Unoccupied Dwelling,1,(F2),,21/08/2014,,,1,(F1),21/08/2014,High,06/08/2014,7,Medium,1
Male,53,Greater than 45,African-American,0,8,0,0,0,,,,,,,-1,,,,,,0,,,High,12/01/2013,9,High,0
Male,65,Greater than 45,Caucasian,0,4,0,0,0,-1.0,31/05/2014 4:53,01/06/2014 7:29,1.0,(M1),Battery,0,,,,,,0,,,Low,01/06/2014,1,Low,0
Female,37,25 - 45,Caucasian,0,1,0,0,1,-1.0,11/09/2013 7:49,12/09/2013 8:10,1.0,(F3),Possession Of Methamphetamine,0,,,,,,0,,,Low,12/09/2013,1,Low,0
Male,34,25 - 45,African-American,0,1,0,0,0,-1.0,30/03/2013 6:53,01/04/2013 12:45,1.0,(M1),Battery,1,(M1),,06/06/2013,,,1,(M1),06/06/2013,Low,31/03/2013,1,Low,1
Male,37,25 - 45,Caucasian,0,8,0,0,7,-1.0,24/11/2014 11:24,02/02/2015 11:03,1.0,(F3),Felony Petit Theft,1,(F3),,17/03/2015,,,0,,,High,25/11/2014,6,Medium,0
Male,21,Less than 25,African-American,0,8,0,1,1,-1.0,20/09/2013 7:24,21/09/2013 8:53,1.0,(F3),Purchase Cannabis,0,,,,,,0,,,High,21/09/2013,7,Medium,0
Male,21,Less than 25,African-American,0,9,0,0,0,-1.0,17/02/2013 11:03,24/02/2013 12:17,1.0,(F2),Robbery / No Weapon,1,(M1),0.0,22/10/2013,22/10/2013,,0,,,High,18/02/2013,8,High,0
Female,38,25 - 45,Caucasian,0,4,0,0,3,-1.0,30/12/2013 9:55,31/12/2013 7:52,1.0,(F3),arrest case no charge,0,,,,,,0,,,Low,31/12/2013,2,Low,0
Male,47,Greater than 45,African-American,0,4,0,0,1,0.0,27/02/2014 2:05,28/02/2014 10:09,1.0,(M1),Battery,0,,,,,,0,,,Low,27/02/2014,5,Medium,0
Female,26,25 - 45,African-American,0,3,0,0,0,-1.0,24/10/2014 1:14,25/10/2014 8:28,1.0,(F3),arrest case no charge,0,,,,,,0,,,Low,25/10/2014,3,Low,0
Male,56,Greater than 45,Caucasian,0,2,0,0,3,-1.0,09/03/2013 6:43,16/09/2013 12:03,1.0,(F3),Battery on a Person Over 65,0,,,,,,0,,,Low,10/03/2013,2,Low,0
Male,27,25 - 45,African-American,0,7,0,0,2,-1.0,28/10/2013 3:58,01/07/2014 6:15,1.0,(F3),Tamper With Witness/Victim/CI,1,(M2),1.0,09/08/2015,10/08/2015,,0,,,Medium,29/10/2013,7,Medium,0
Male,44,25 - 45,African-American,0,2,0,0,0,-1.0,14/09/2014 10:13,15/09/2014 7:24,1.0,(F3),Felony Driving While Lic Suspd,0,,,,,,0,,,Low,15/09/2014,1,Low,0
Male,32,25 - 45,Caucasian,0,2,0,0,1,-1.0,12/05/2014 7:10,13/05/2014 7:41,1.0,(M1),Felony Battery (Dom Strang),0,,,,,,0,,,Low,13/05/2014,2,Low,0
Male,23,Less than 25,African-American,0,8,0,0,0,-1.0,22/02/2013 5:25,23/02/2013 8:37,1.0,(M2),Driving Under The Influence,0,,,,,,0,,,High,23/02/2013,8,High,0
Male,57,Greater than 45,Caucasian,0,1,0,0,0,-2.0,16/07/2013 9:13,18/07/2013 11:14,2.0,(F3),Felony Battery (Dom Strang),0,,,,,,0,,,Low,18/07/2013,1,Low,0
Male,25,25 - 45,African-American,0,7,1,0,9,-17.0,13/01/2014 12:56,26/01/2014 1:00,6.0,(F2),arrest case no charge,0,,,,,,0,,,Medium,30/01/2014,4,Low,0
Male,38,25 - 45,Other,0,5,0,0,8,-1.0,01/05/2014 11:14,03/05/2014 4:15,1.0,(F3),Felony Driving While Lic Suspd,0,,,,,,0,,,Medium,02/05/2014,3,Low,0
Female,23,Less than 25,African-American,0,10,0,0,2,16.0,02/03/2013 4:43,26/06/2013 8:30,20.0,(F3),Battery on Law Enforc Officer,1,(F3),0.0,07/07/2013,07/07/2013,,1,(F3),07/07/2013,High,14/02/2013,9,High,0
Male,32,25 - 45,African-American,0,10,0,0,8,0.0,14/11/2014 1:26,16/11/2014 2:59,1.0,(F2),arrest case no charge,1,(M2),0.0,10/01/2015,10/01/2015,,0,,,High,14/11/2014,5,Medium,0
Female,36,25 - 45,African-American,0,5,0,0,2,-2.0,16/10/2013 5:52,17/10/2013 5:04,2.0,(M1),Viol Prot Injunc Repeat Viol,0,,,,,,0,,,Medium,18/10/2013,3,Low,0
Male,41,25 - 45,African-American,0,5,0,0,5,-1.0,06/02/2014 5:13,07/02/2014 1:43,1006.0,(M2),Driving License Suspended,0,,,,,,0,,,Medium,07/02/2014,6,Medium,0
Male,31,25 - 45,Hispanic,0,3,0,0,2,-69.0,28/02/2013 7:13,19/04/2013 1:11,69.0,(F3),Aggravated Assault W/dead Weap,0,,,,,,0,,,Low,08/05/2013,2,Low,0
Male,36,25 - 45,African-American,0,1,0,0,2,-2.0,25/06/2014 10:24,27/06/2014 10:27,1.0,(F3),arrest case no charge,0,,,,,,0,,,Low,27/06/2014,1,Low,0
Male,62,Greater than 45,African-American,0,6,0,0,1,-1.0,13/10/2014 2:19,15/12/2014 10:36,1.0,(F3),arrest case no charge,0,,,,,,0,,,Medium,14/10/2014,1,Low,0
Female,41,25 - 45,Caucasian,0,6,0,0,7,25.0,25/01/2014 6:47,26/02/2015 5:52,81.0,(F3),arrest case no charge,0,,,,,,0,,,Medium,31/12/2013,2,Low,0
Female,39,25 - 45,Other,0,1,0,0,0,-1.0,23/05/2013 8:14,24/05/2013 11:46,1.0,(F3),Grand Theft in the 3rd Degree,0,,,,,,0,,,Low,24/05/2013,1,Low,0
Male,21,Less than 25,African-American,0,6,0,0,1,-1.0,28/08/2013 11:29,30/08/2013 1:35,1.0,(F3),arrest case no charge,1,(M2),,10/05/2014,,,1,(F2),24/09/2015,Medium,29/08/2013,6,Medium,0
Male,43,25 - 45,Caucasian,0,4,0,0,8,35.0,17/10/2014 7:16,18/12/2014 7:08,435.0,(F3),Attempted Robbery  No Weapon,1,(F3),0.0,17/10/2014,17/10/2014,,0,,,Low,12/09/2014,6,Medium,0
Male,22,Less than 25,African-American,0,4,0,0,0,0.0,19/08/2014 12:39,19/08/2014 1:51,1.0,(F3),Uttering Forged Bills,0,,,,,,0,,,Low,19/08/2014,6,Medium,0
Male,28,25 - 45,African-American,0,9,0,0,9,-1.0,09/01/2013 4:32,14/11/2013 6:34,1.0,(F2),Robbery / No Weapon,0,,,,,,0,,,High,10/01/2013,8,High,0
Male,22,Less than 25,African-American,0,4,0,0,0,,,,,,,-1,,,,,,0,,,Low,05/10/2014,4,Low,0
Male,31,25 - 45,African-American,0,4,0,0,2,-1.0,28/04/2013 2:35,30/04/2013 3:26,1.0,(M2),Susp Drivers Lic 1st Offense,0,,,,,,0,,,Low,29/04/2013,6,Medium,0
Male,37,25 - 45,Caucasian,0,1,0,0,0,-2.0,02/02/2013 9:07,03/02/2013 8:50,2.0,(M1),Battery,0,,,,,,0,,,Low,04/02/2013,2,Low,0
Male,27,25 - 45,African-American,0,2,0,0,0,-1.0,06/02/2013 10:17,08/02/2013 6:25,1.0,(F3),Grand Theft in the 3rd Degree,0,,,,,,0,,,Low,07/02/2013,4,Low,0
Male,49,Greater than 45,African-American,0,7,0,0,15,-137.0,22/03/2014 2:12,08/04/2014 4:43,137.0,(M1),Battery,0,,,,,,0,,,Medium,06/08/2014,2,Low,0
Male,22,Less than 25,African-American,0,4,0,0,2,-22.0,02/06/2014 3:27,18/06/2014 3:29,23.0,(F3),Possession Of Alprazolam,1,(M2),,26/12/2015,,,0,,,Low,24/06/2014,4,Low,0
Male,49,Greater than 45,African-American,0,5,0,0,0,-1.0,23/09/2013 1:51,24/09/2013 7:53,1.0,(F3),Driving While License Revoked,0,,,,,,0,,,Medium,24/09/2013,4,Low,0
Male,28,25 - 45,Caucasian,0,8,0,0,5,-1.0,05/05/2014 6:28,06/05/2014 1:48,1.0,(F3),Possession of Cocaine,0,,,,,,0,,,High,06/05/2014,4,Low,0
Male,59,Greater than 45,Caucasian,0,1,0,0,2,-19.0,03/11/2013 10:51,22/11/2013 6:16,19.0,(F3),Possession Of Methamphetamine,0,,,,,,0,,,Low,22/11/2013,1,Low,0
Male,65,Greater than 45,Caucasian,0,1,0,0,0,,,,,,,-1,,,,,,0,,,Low,10/05/2014,1,Low,0
Female,33,25 - 45,African-American,0,9,0,0,0,-1.0,12/12/2014 2:02,10/01/2015 9:56,1.0,(F3),Possession of Cocaine,1,(F3),0.0,21/09/2015,21/09/2015,,0,,,High,13/12/2014,7,Medium,0
Male,39,25 - 45,Caucasian,0,10,0,0,21,-216.0,15/05/2013 9:02,25/11/2013 11:29,216.0,(F3),Possession of Hydrocodone,0,,,,,,0,,,High,17/12/2013,10,High,0
Female,43,25 - 45,African-American,0,3,0,0,2,-1.0,16/05/2013 6:12,18/05/2013 8:14,1.0,(F3),Possession of Cocaine,0,,,,,,0,,,Low,17/05/2013,1,Low,0
Male,25,25 - 45,Caucasian,0,4,0,0,5,-1.0,22/03/2014 12:13,02/07/2014 9:22,1.0,(F3),Resist Officer w/Violence,1,(M2),0.0,08/12/2014,08/12/2014,,0,,,Low,23/03/2014,5,Medium,0
Male,36,25 - 45,African-American,3,10,0,2,19,90.0,10/02/2015 2:15,04/05/2015 12:10,159.0,(MO3),arrest case no charge,1,(F3),1.0,09/02/2015,10/02/2015,,0,,,High,12/11/2014,6,Medium,0
Male,23,Less than 25,African-American,0,5,0,0,3,-1.0,12/02/2014 12:02,16/02/2014 8:21,1.0,(F2),Burglary Unoccupied Dwelling,1,(M1),,29/06/2014,,,0,,,Medium,13/02/2014,5,Medium,0
Female,43,25 - 45,Caucasian,0,2,0,0,3,9.0,08/08/2013 6:27,09/08/2013 6:29,10.0,(M1),Viol Injunct Domestic Violence,1,(M1),0.0,08/08/2013,08/08/2013,,1,(M1),01/09/2013,Low,30/07/2013,1,Low,0
Male,56,Greater than 45,Caucasian,0,1,0,0,9,-24.0,24/10/2014 11:21,13/11/2014 5:30,24.0,(M1),Battery,1,(M1),0.0,28/02/2015,28/02/2015,,0,,,Low,17/11/2014,1,Low,0
Female,20,Less than 25,African-American,0,8,0,0,1,-1.0,02/10/2014 9:50,06/10/2014 9:27,1.0,(F3),Felony Petit Theft,1,(M2),,02/08/2015,,,0,,,High,03/10/2014,6,Medium,0
Male,50,Greater than 45,African-American,0,5,0,0,2,-28.0,05/02/2013 5:29,06/02/2013 1:46,6.0,(NI0),Ride Tri-Rail Without Paying,1,(M1),,19/12/2014,,,0,,,Medium,05/03/2013,1,Low,0
Male,24,Less than 25,Other,0,8,0,0,2,-49.0,03/11/2014 11:38,06/11/2014 9:18,49.0,(M1),arrest case no charge,1,(M1),,08/10/2015,,,0,,,High,22/12/2014,4,Low,0
Female,54,Greater than 45,Caucasian,0,2,0,0,1,-4.0,28/04/2013 4:26,01/05/2013 6:20,4.0,(M1),Driving Under The Influence,0,,,,,,0,,,Low,02/05/2013,1,Low,0
Male,23,Less than 25,African-American,0,6,0,0,0,,,,,,,-1,,,,,,0,,,Medium,30/08/2014,8,High,0
Male,20,Less than 25,African-American,0,10,0,0,1,-1.0,23/06/2014 3:15,25/06/2014 2:40,1.0,(F3),Grand Theft (Motor Vehicle),1,(M1),0.0,21/11/2014,21/11/2014,,0,,,High,24/06/2014,8,High,0
Male,36,25 - 45,Other,0,4,0,0,3,-1.0,04/11/2013 12:26,20/12/2013 9:17,1.0,(M1),Viol Injunct Domestic Violence,1,(M1),0.0,08/06/2014,08/06/2014,,1,(F3),08/06/2014,Low,05/11/2013,3,Low,1
Female,36,25 - 45,African-American,0,6,0,0,3,0.0,10/11/2014 3:13,10/11/2014 7:25,1.0,(F3),Poss Pyrrolidinovalerophenone,1,(M2),,21/11/2014,,,0,,,Medium,10/11/2014,4,Low,0
Male,56,Greater than 45,African-American,0,4,0,0,0,-1.0,03/05/2013 2:27,05/05/2013 1:57,1.0,(M1),Tresspass in Structure or Conveyance,0,,,,,,0,,,Low,04/05/2013,1,Low,0
Male,25,25 - 45,African-American,0,9,0,0,28,-55.0,29/03/2014 2:59,30/03/2014 1:12,53.0,(M2),Assault,1,(M1),,28/05/2014,,,0,,,High,23/05/2014,8,High,0
Male,25,25 - 45,African-American,1,9,0,0,2,-1.0,28/05/2013 5:50,29/05/2013 7:54,1.0,(F3),Possession of Cocaine,1,(M1),1.0,03/03/2016,04/03/2016,,0,,,High,29/05/2013,7,Medium,0
Female,42,25 - 45,Caucasian,0,3,0,0,1,-1.0,06/11/2013 1:03,27/11/2013 7:23,1.0,(F3),Fail To Redeliv Hire/Leas Prop,1,(M2),,06/04/2014,,,0,,,Low,07/11/2013,1,Low,0
Male,34,25 - 45,African-American,0,10,2,0,9,,,,80.0,(M2),Susp Drivers Lic 1st Offense,1,(M2),,19/02/2013,,,1,(F6),14/11/2013,High,17/01/2013,9,High,1
Male,48,Greater than 45,African-American,0,6,0,0,4,-1.0,07/02/2014 8:43,08/02/2014 10:23,1.0,(F3),Grand Theft in the 3rd Degree,0,,,,,,0,,,Medium,08/02/2014,3,Low,0
Male,34,25 - 45,African-American,1,10,0,0,21,-1.0,07/12/2013 10:49,13/12/2013 5:26,1.0,(M1),Battery,1,(M2),0.0,22/03/2014,22/03/2014,,1,(M1),22/03/2014,High,08/12/2013,10,High,1
Male,28,25 - 45,Caucasian,0,2,0,0,0,-1.0,13/04/2013 9:40,14/04/2013 2:57,1.0,(F1),Traffick Oxycodone     4g><14g,0,,,,,,0,,,Low,14/04/2013,2,Low,0
Male,32,25 - 45,Caucasian,0,3,0,0,1,-1.0,16/11/2013 1:11,17/11/2013 8:28,1.0,(F3),Burglary Structure Unoccup,0,,,,,,0,,,Low,17/11/2013,2,Low,0
Male,55,Greater than 45,Caucasian,0,3,0,0,2,-1.0,16/06/2014 9:12,23/08/2014 5:40,1.0,(F3),Possession Of Alprazolam,0,,,,,,0,,,Low,17/06/2014,1,Low,0
Female,31,25 - 45,Caucasian,0,1,0,0,2,-1.0,10/03/2014 11:24,12/03/2014 3:59,1.0,(F3),Grand Theft (Motor Vehicle),0,,,,,,0,,,Low,11/03/2014,1,Low,0
Female,29,25 - 45,African-American,0,2,0,0,0,-1.0,18/12/2014 12:00,19/12/2014 8:03,1.0,(M1),Battery,0,,,,,,0,,,Low,19/12/2014,2,Low,0
Female,24,Less than 25,African-American,0,9,0,0,4,-1.0,22/09/2014 7:44,28/09/2014 3:12,1.0,(F3),Possession of Cocaine,1,(F3),0.0,17/10/2014,17/10/2014,,0,,,High,23/09/2014,8,High,0
Female,25,25 - 45,Caucasian,0,4,0,0,0,0.0,13/03/2013 1:15,13/03/2013 5:55,1.0,(F3),Possession of Hydromorphone,1,(F3),0.0,06/11/2013,06/11/2013,,0,,,Low,13/03/2013,4,Low,0
Female,32,25 - 45,Caucasian,0,2,0,1,4,-1.0,15/01/2014 5:18,15/01/2014 9:27,1.0,(F3),Resist Officer w/Violence,0,,,,,,0,,,Low,16/01/2014,1,Low,0
Male,37,25 - 45,African-American,0,9,0,0,20,0.0,26/04/2013 3:44,01/06/2013 3:07,0.0,(F3),Driving While License Revoked,1,(M1),1.0,08/10/2013,09/10/2013,,0,,,High,26/04/2013,5,Medium,0
Male,20,Less than 25,Caucasian,0,10,0,0,0,-1.0,11/11/2013 9:09,31/03/2014 10:16,1.0,(F2),Burglary Unoccupied Dwelling,0,,,,,,0,,,High,12/11/2013,9,High,0
Male,24,Less than 25,African-American,0,3,0,0,1,-1.0,16/08/2013 6:16,18/08/2013 4:49,1.0,(F3),Battery on Law Enforc Officer,1,(M2),51.0,19/08/2013,09/10/2013,,0,,,Low,17/08/2013,4,Low,0
Male,48,Greater than 45,African-American,0,1,0,0,0,0.0,15/03/2014 1:10,16/03/2014 1:46,1.0,(M1),Felony Battery (Dom Strang),0,,,,,,0,,,Low,15/03/2014,1,Low,0
Male,25,25 - 45,African-American,1,9,2,0,9,43.0,08/08/2013 10:16,27/09/2013 5:24,20.0,(F3),arrest case no charge,1,(F3),0.0,08/08/2013,08/08/2013,,1,(M1),07/10/2015,High,26/06/2013,9,High,0
Male,35,25 - 45,African-American,0,2,0,0,1,0.0,16/12/2013 3:09,16/12/2013 8:23,0.0,(F3),Possession of Cocaine,0,,,,,,0,,,Low,16/12/2013,1,Low,0
Male,57,Greater than 45,African-American,0,4,0,0,3,-1.0,10/04/2014 8:29,12/04/2014 5:08,1.0,(F3),arrest case no charge,0,,,,,,0,,,Low,11/04/2014,1,Low,0
Male,21,Less than 25,African-American,0,4,0,0,1,-1.0,08/09/2013 1:03,09/09/2013 1:34,1.0,(F3),Attempted Burg/Convey/Unocc,1,(F2),,01/11/2013,,,0,,,Low,09/09/2013,6,Medium,0
Male,42,25 - 45,Caucasian,0,1,0,0,0,,,,,,,-1,,,,,,0,,,Low,02/02/2013,1,Low,0
Female,21,Less than 25,African-American,0,10,0,0,0,-1.0,12/04/2013 5:21,15/05/2013 5:49,1.0,(F3),Grand Theft in the 3rd Degree,1,(F3),0.0,21/10/2013,21/10/2013,,0,,,High,13/04/2013,9,High,0
Male,21,Less than 25,African-American,0,5,1,0,1,-1.0,24/04/2014 7:35,26/04/2014 4:43,1.0,(F3),Uttering a Forged Instrument,0,,,,,,0,,,Medium,25/04/2014,7,Medium,0
